item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score
1708,de,last,number,l___,letzte,Verpasst bitte nicht den letzten Bus.,2.277042507
1709,de,sleepwalker,noun,s__________,Schlafwandler / Schlafwandlerin,"Das Fenster und die Balkontür haben eine spezielle Absicherung, weil ihr Sohn ein Schlafwandler ist.",-0.63266402
1710,de,copper,noun,c_____,Kupfer,Kupfer wird oft als elektrischer Leiter verwendet.,0.127183804
1711,de,estimate,verb,e_______,etw schätzen,"Ich schätze, dass die Wohnung 200 000 Euro wert ist.",-0.371777912
1712,de,legendary,adjective,l________,legendär,Andreas ist mit dem legendären Orientexpress von Paris nach Istanbul gefahren.,1.62127075
1713,de,now,adverb,n__,jetzt,"Es ist besser, wenn wir jetzt gehen und die Schlucht wieder verlassen.",2.626275121
1714,de,transcendent,adjective,t___________,überragend,Er war ein Künstler von überragender Genialität.,-4.604017815
1715,de,titanic,adjective,t______,gigantisch,Sie hat sich selbst eine gigantische Aufgabe gestellt.,-2.534147846
1716,de,view,verb,v___,betrachten,Wir beide betrachten dieses Thema sehr unterschiedlich.,0.597275996
1717,de,cutting,noun,c______,"Ausschnitt, Zeitungsausschnitt",Ich habe den Zeitungsausschnitt mit dem Interview über meinen Mann aufbewahrt.,-3.137552281
1718,de,knife,noun,k____,Messer,Wir essen mit Messer und Gabel.,2.506294612
1719,de,weaken,verb,w_____,schwächen,Seine Gegnerin konnte ihn durch einen geschickten Zug schwächen.,0.572414151
1720,de,regain,verb,r_____,wiedererlangen,Nach einer kurzen Narkose erlangt sie ihr Bewusstsein wieder.,-1.43867922
1721,de,desire,noun,d_____,"Verlangen, Sehnsucht, Wunsch",Sein Wunsch war es nach Amerika zu fliegen.,0.03484608
1722,de,zoologist,noun,z________,Zoologe,Die Zoologin erklärte uns den Unterschied zwischen den Tierarten.,-0.315727541
1723,de,rifle,noun,r____,Gewehr,Nach der Jagd verstauten die Jäger das Gewehr im Waffenschrank.,-0.217476664
1724,de,pleasant,adjective,p_______,erfreulich,Was für eine erfreuliche Überraschung!,-1.579880427
1725,de,native,noun,n_____,Einheimischer,Die Einheimischen treffen sich jeden Abend auf dem Stadtplatz.,0.48257078
1726,de,screen,noun,s_____,Bildschirm,Der Bildschirm ist hochauflösend und höhenverstellbar.,1.664577699
1727,de,severe,adjective,s_____,"schwer, schlimm",Das Unwetter hat schwere Schäden an unserem Haus hinterlassen.,-0.769020134
1728,de,faithless,adjective,f________,"untreu, treulos",Susanne ist sich selbst untreu geworden.,-2.063620934
1729,de,recalculate,verb,r__________,neuberechnen,Könntest du die Verkaufsprognose für das nächste Monat neuberechnen?,-0.477565211
1730,de,campaign,noun,c_______,Kampagne,Ich unterstütze die Anti-Raucher-Kampagne.,-0.590307296
1731,de,nephew,noun,n_____,Neffe,"Der Sohn meiner Schwester, also mein Neffe, heißt Leon.",0.46260708
1732,de,suppose,verb,s______,"annehmen, vermuten","Ich vermute, dass er schon dort sein wird.",-1.201899906
1733,de,pace,verb,p___,auf und ab gehen,Er konnte die Entscheidung kaum abwarten und ging nervös im Zimmer auf und ab.,-2.2799149
1734,de,wealthy,adjective,w______,reich,"Die Statistiken belegen, dass es ein sehr reiches Land ist.",0.349457569
1735,de,diameter,noun,d_______,Durchmesser,Die Flasche hat einen Durchmesser von zwei Zentimetern.,-1.390690596
1736,de,estimated,adjective,e________,geschätzt,Geschätzte hundert Personen kamen zum Konzert.,-0.99720491
1737,de,player,noun,p_____,Spieler / Spielerin,Im Laufe des Spiels musste diese junge Spielerin leider ausgewechselt werden.,2.965511182
1738,de,freestyle,noun,f________,Freistil,Freistilschwimmen mag ich am liebsten.,0.816538546
1739,de,model,noun,m____,Modell,Der Architekt hat ein Modell des neuen Krankenhauses erstellt.,2.348977428
1740,de,scenario,noun,s_______,Szenario,"Um uns gut vorzubereiten, haben wir wirklich jedes mögliche Szenario durchgespielt.",0.306817285
1741,de,finance,verb,f______,jdn/etw finanzieren,Die Projekt wird von der Stadt finanziert.,0.668757458
1742,de,visit,noun,v____,Besuch,Ich erwarte heute noch Besuch.,2.469568305
1743,de,mad,adjective,m__,"wahnsinnig, verrückt (nicht: crazy)",Hör damit auf! Du machst mich verrückt!,1.744433809
1744,de,unimaginable,adjective,u___________,unvorstellbar,Sie war die Erbin von unvorstellbarem Reichtum.,-1.602673146
1745,de,ease,noun,e___,"Leichtigkeit, Mühelosigkeit",Sie meistern die Aufgabe mit Leichtigkeit.,-1.192178773
1746,de,insert,verb,i_____,"etw stecken, hineinstecken",Stecke den Stecker in dieses Loch hinein.,-0.85823473
1747,de,tape,noun,t___,Band,Ich habe das Konzert auf Band aufgenommen.,1.182331677
1748,de,restore,verb,r______,wiederherstellen,Ich konnte schließlich die Datei wiederherstellen.,-2.129361125
1749,de,limit,noun,l____,"Grenze, Höchstgrenze",Wir müssen die Höchstgrenze an Teilnehmern strikt einhalten.,0.387093127
1750,de,hooked,adjective,h_____,süchtig,"Die neue Serie ist so spannend, ich glaube, ich bin süchtig! Ich kann die neue Folge nicht abwarten!",-1.902792819
1751,de,variable,noun,v_______,Variable,Der Druck ist die Variable bei diesem Experiment.,0.387048395
1752,de,struggle,verb,s_______,sich abmühen,"Er muss sich noch etwas abmühen, aber bald wird er besser lesen können.",-2.244724927
1753,de,employed,adjective,e_______,"angestellt, beschäftigt",Im ersten Halbjahr ist die Anzahl der beschäftigten Menschen deutlich gestiegen.,-0.440423078
1754,de,viable,adjective,v_____,"machbar, durchführbar",Es gibt keine durchführbare Alternative zur Lösung dieses Problems.,-2.613994952
1755,de,say,verb,s__,sagen,"Können Sie sagen, wir lange die Fahrt noch dauern wird?",2.393983877
1756,de,devote,verb,d_____,sich etw widmen (nicht: dedicate),Er widmet sich in seiner Freizeit dem Malen.,-2.334457512
1757,de,disease,noun,d______,"Krankheit, Leiden",Wie breitet sich diese Krankheit aus?,-0.783759479
1758,de,offering,noun,o_______,Angebot,Alle Angebote inkludieren die Mehrwertsteuer.,-1.729817612
1759,de,promotion,noun,p________,"Förderung, Beförderung","Ich arbeite schon seit Jahren sehr hart, um für diese Beförderung in Frage zu kommen.",-0.927673354
1760,de,exceptionally,adverb,e____________,außergewöhnlich (nicht: extremely),Die Temperaturen sind für diese Jahreszeit außergewöhnlich kalt.,-4.226284346
1761,de,oversized,adjective,o________,überdimensioniert,Überdimensioniertes Gepäck wird nicht transportiert.,-0.552849694
1762,de,pronounce,verb,p________,aussprechen,"Ich bin mir nicht sicher, ob ich dieses Wort richtig ausspreche.",0.887742613
1763,de,jump,verb,j___,springen,Spring von der Mauer herunter!,2.631161452
1764,de,curiosity,noun,c________,"Wissbegier, Neugier",Ihre Neugier wurde geweckt.,-0.016327753
1765,de,rewrite,verb,r______,"neu schreiben, umarbeiten",Ich würden den ersten Absatz neu schreiben und weiter nach hinten stellen.,0.85893097
1766,de,hospitality,noun,h__________,Gastfreundschaft,Wir bedankten uns bei ihnen für ihre Gastfreundschaft.,-0.580911
1767,de,briefly,adverb,b______,kurz,"Erzähl mir kurz, wie der Film ausgegangen ist. ",-0.604099932
1768,de,becoming,adjective,b_______,"vorteilhaft, geschmackvoll, jdm gut stehen",Der neue Haarschnitt steht dir gut.,-3.275389424
1769,de,hunt,noun,h___,Jagd,Er geht mit seinen Hunden auf die Jagd.,1.499795994
1770,de,resign,verb,r_____,niederlegen,Nach so einem Skandal solltest du dein Amt niederlegen.,-1.984095429
1771,de,occur,verb,o____,"geschehen, sich ereignen",Laut Polizei ereignete sich der Unfall gegen 16 Uhr.,-0.981301904
1772,de,deserve,verb,d______,etw verdienen,Sie hat den Sieg verdient.,0.116878652
1773,de,sickness,noun,s_______,Krankheit,Durch eine Impfung kann man sich vor dieser Krankheit schützen.,-0.054824702
1774,de,biotechnology,noun,b____________,"Biotechnologie, Biotechnik",Er arbeitet im Bereich der Biotechnik.,-0.431692281
1775,de,campaign,verb,c_______,"sich engagieren, wahlkämpfen, gegen jemanden/etwas kämpfen",Sie engagiert sich seit Jahren gegen Rassismus.,-2.62100601
1776,de,discipline,noun,d_________,Disziplin,Sie erziehen ihre Kinder mit Disziplin.,0.50785526
1777,de,imagery,noun,i______,Bildersprache,Werbung arbeitet sehr viel mit aussagekräftiger Bildersprache.,-2.438346113
1778,de,without,preposition,w______,ohne,Kannst du ohne Schokolade überleben?,2.815459292
1779,de,spatial,adjective,s______,räumlich,Ich habe glücklicherweise ein sehr gut ausgeprägtes räumliches Vorstellungsvermögen.,-3.077063711
1780,de,irony,noun,i____,Ironie,Was für eine Ironie!,1.761456229
1781,de,blessed,adjective,b______,gesegnet,Das ist ein gesegnetes Fleckchen Erde.,0.340980563
1782,de,march,noun,m____,Marsch,Der Marsch dauerte viele Stunden.,-0.210917399
1783,de,trail,verb,t____,"trotten, schleppen, hinterherhinken",Wie immer trotten unsere Kinder gelangweilt hinter uns her.,-4.205027526
1784,de,push,noun,p___,"Druck, Schubs",Ein kurzer Druck auf den Knopf genügt und die Waren werden automatisch verpackt.,0.178060366
1785,de,private,adjective,p______,"persönlich, vertraulich [nicht personal]",Sie spricht fast nie über persönliche Angelegenheiten.,-0.525871204
1786,de,senior,adjective,s_____,älter,Sie sollten bei der Planung auch auf die älteren Mitbürger Rücksicht nehmen.,0.560884913
1787,de,fierce,adjective,f_____,heftig,Der Artikel rief heftige Kritik hervor.,-2.355058547
1788,de,marketing,noun,m________,Vermarktung,Der Mitarbeiter ist für die Vermarktung des neuen Produktes zuständig.,0.704479887
1789,de,proponent,noun,p________,"Verfechter/in, Befürworter/in",Sie war die bekannteste Befürworterin des Handelsabkommens zwischen den beiden Ländern.,-2.87701429
1790,de,captain,noun,c______,Kapitän,Der Kapitän steuert das Schiff.,1.830024227
1791,de,scent,noun,s____,Duft (nicht: smell),Diese Seife hat einen sehr angenehmen Duft.,-1.642013361
1792,de,worth,preposition,w____,wert,Es wäre schon einen Versuch wert.,1.251507684
1793,de,clone,noun,c____,Klon,"In der Zukunft werden Wissenschaflter versuchen, menschliche Klone zu produzieren. ",2.217878972
1794,de,indicate,verb,i_______,etw zeigen,"Die Schüler zeigten Bereitschaft, am Projekt mitzuarbeiten. ",-1.650741864
1795,de,phonebook,noun,p________,Telefonbuch,Er schaut die unbekannte Nummer im Telefonbuch nach.,-0.094189504
1796,de,battle,verb,b_____,"kämpfen, gegen etw kämpfen",Diese Spezies Vögel kämpft gegen das Aussterben.,-1.085106034
1797,de,unwritten,adjective,u________,ungeschrieben,"Es war ein ungeschriebenes Gesetz, dass niemand vor vier Uhr ging.",1.11490697
1798,de,smooth,adjective,s_____,glatt,Babys haben unglaublich zarte und glatte Haut.,-0.536091363
1799,de,representation,noun,r_____________,Darstellung,Die Darstellung von Frauen in der Regenbogenpresse spiegelt oft traditionelle Geschlechterrollen wider.,-0.992480495
1800,de,pc,noun,p_,PC,Ich habe mir einen neuen PC gekauft.,3.112674225
1801,de,occupational,adjective,o___________,Berufs-,Das ist eine typische Berufskrankheit.,-1.883433806
1802,de,contradiction,noun,c____________,Widerspruch,Der Anwalt konnte keinen Widerspruch feststellen. Die beiden Aussagen stimmten überein.,-1.396450758
1803,de,rent,verb,r___,mieten,Wir könnten uns dann einen Bungalow am Meer mieten.,1.326553061
1804,de,interval,noun,i_______,Abstand,Die Treffen finden normalerweise im Abstand von zwei Wochen statt.,-1.183600061
1805,de,automobile,noun,a_________,"Fahrzeug, Kraftfahrzeug (car)",Mit 18 Jahren habe ich den Fahrzeugführerschein gemacht.,-1.09336019
1806,de,perform,verb,p______,etw verrichten,Verrichten Sie die Arbeit bis spätestens acht Uhr.,-2.375988649
1807,de,reserve,verb,r______,buchen,Wir sollten unsere Sitzplätze für den Rückflug noch heute buchen.,-0.399896244
1808,de,display,verb,d______,"etw auslegen, etw aushängen",Er legte die neuen Uhren im Schaufenster aus.,-1.365955749
1809,de,historically,adverb,h___________,historisch,Geschlechterverhältnisse müssen auch historisch betrachtet werden.,0.625259721
1810,de,manufacturer,noun,m___________,"Hersteller, Erzeuger (nicht: maker, producer)",Der Hersteller produziert Sportbekleidung.,-1.050651251
1811,de,mail,verb,m___,schicken,Ich schicke mit der Post ein kleines Paket an dich.,1.237910723
1812,de,bibliography,noun,b___________,"Verzeichnis, Büchernachweis",Das Literaturverzeichnis muss nach genauen Regeln erstellt werden und muss alle in der Arbeit genannten Werke enthalten.,-1.609268187
1813,de,sunflower,noun,s________,Sonnenblume,"Die Sonnenblume ist nicht nur hübsch, sondern auch eine ertragreiche Nutzpflanze.",2.033968265
1814,de,population,noun,p_________,Bevölkerung,Die Bevölkerung Japans nimmt derzeit wieder ab.,1.228544052
1815,de,present,verb,p______,etwas überreichen (förmlich) (nicht: produce),Sie überreichte die Auszeichnungen an die jungen Sportler und Sportlerinnen.,-1.477270788
1816,de,reset,verb,r____,zurücksetzen,"Ich möchte die Einstellungen bei meinem Handy zurücksetzen, bevor ich es weiterverkaufe.",0.211372292
1817,de,description,noun,d__________,Beschreibung,Der Aufsatz beinhaltete eine detailtreue Beschreibung des Dorfes.,-0.189472582
1818,de,lobby,verb,l____,Einfluss nehmen,"Die Unternehmer haben auf den Kongress Einfluss genommen, um die Gesetze zu ändern.",-3.239684368
1819,de,proceed,verb,p______,"vorangehen, vorgehen","Nachdem er mit dem ersten Teil der Arbeit fertig war, wusste er nicht, wie er weiter vorgehen sollte.",-1.609435955
1820,de,finish,noun,f_____,Ende,Maria hat das Buch von Anfang bis Ende gelesen.,-0.061912668
1821,de,equality,noun,e_______,Gleichberechtigung,Die Organisation setzt sich für die Gleichberechtigung der Frauen ein.,0.32605395
1822,de,rib,noun,r__,Rippe,Bei dem Sturz gestern habe ich mir eine Rippe gebrochen.,-1.670849297
1823,de,northern,adjective,n_______,nördlich,Die Stadt liegt nördlich.,0.265484082
1824,de,pursuit,noun,p______,Verfolgung,Die Polizei nahm sofort die Verfolgung auf und konnte die Räuber fassen.,-2.458255475
1825,de,usual,adjective,u____,üblich,Er hatte die üblichen Ausreden parat.,1.400326028
1826,de,impossible,adjective,i_________,unmöglich,"Es ist unmöglich, dass wir die Hausaufgaben zeitgerecht abgeben.",1.023367107
1827,de,expressed,adjective,e________,ausgedrückt,"Das Gefühl, das in diesem Gesicht ausgedrückt wird, ist Traurigkeit.",-0.120739635
1828,de,calculated,adjective,c_________,geplant,Die geplante Wirkung blieb zum Erstaunen aller aus. ,-3.858150563
1829,de,disadvantage,verb,d___________,"Nachteil, Benachteiligung",Der einzige Nachteil meiner Wohnung ist die etwas längere Distanz zum Bahnhof.,0.424939143
1830,de,obtain,verb,o_____,"etw bekommen, erhalten","Die Kinder müssen zuerst die Erlaubnis ihrer Eltern bekommen, bevor sie in den Wald gehen können.",-1.696006092
1831,de,trilogy,noun,t______,Trilogie,Seine Trilogie über den Untergang Roms war sehr erfolgreich.,0.367015784
1832,de,pizza,noun,p____,Pizza,In den meisten italienischen Restaurants kann man Pizza genießen.,2.811497616
1833,de,frustrating,adjective,f__________,frustrierend,"Ich finde es frustrierend, dass ich immer noch nicht weiter bin.",0.451548739
1834,de,wherever,adverb,w_______,wo auch immer,"Wir können uns treffen, wo auch immer du willst.",0.758177455
1835,de,magnesium,noun,m________,Magnesium,"Beim Turnen am Reck ist es wichtig, dass du deine Hände mit Magnesium einreibst.",1.296042229
1836,de,birthday,noun,b_______,Geburtstag,Wir feiern am Samstag den Geburtstag meiner Oma.,2.842690744
1837,de,provider,noun,p_______,Anbieter,Ihr Internetanbieter kann Ihnen weitere Angeboten für günstige Tarife machen.,0.344847684
1838,de,delight,noun,d______,Freude,"Es tut gut, seine Freude über das Geschenk zu sehen. ",-1.145204613
1839,de,musician,noun,m_______,Musiker,Sie ist Musikerin aus Leidenschaft.,1.26929457
1840,de,lend,verb,l___,etw leihen,Kannst du mir etwas Geld leihen?,-0.74137033
1841,de,merely,adverb,m_____,"nur, bloß","Das ist bloß eine Möglichkeit, mir ein paar Extras zu leisten.",-1.129251261
1842,de,display,noun,d______,Auslage,In der Auslage wurde die neuste Uhrenkollektion präsentiert.,-1.182079375
1843,de,courtyard,noun,c________,"Hof, Innenhof",Das Sommerkonzert fand im Innenhof statt.,-1.621234577
1844,de,systematically,adverb,s_____________,systematisch,Unter seiner Herrschaft wurden Minderheiten systematisch verfolgt.,-0.673051393
1845,de,advise,verb,a_____,jdn beraten,"Es tut mir sehr leid, aber in dieser Situation kann ich dich nicht gut beraten.",-1.227244331
1846,de,determine,verb,d________,etw bestimmen,Die Preise werden vom Händler bestimmt.,-1.6476303
1847,de,home,noun,h___,Zuhause,Er hat kein Zuhause mehr.,2.813224984
1848,de,crime,noun,c____,Verbrechen,Die Frau wurde für ihr Verbrechen mit zehn Jahren Haft bestraft. ,1.341523089
1849,de,worst,adjective,w____,schlimmster,"Es war der schlimmste Unfall, den ich je gesehen hatte.",0.93482794
1850,de,incredible,adjective,i_________,unglaublich (nicht: unbelievable),Die Reisenden haben unglaubliche Geschichten zu erzählen.,-1.015957091
1851,de,making,noun,m_____,Herstellung,Die Herstellung des Prototypen wurde endlich beschlossen.,-0.384601775
1852,de,diagnostic,adjective,d_________,diagnostisch,Die Ergebnisse des diagnostischen Tests bestätigen die Befürchtung des Patienten.,1.031798418
1853,de,selected,adjective,s_______,ausgewählt,Zukünftige Mitarbeiterinnen werden über einen Aufnahmetest und ein Interview ausgewählt.,0.11846486
1854,de,bored,adjective,b____,gelangweilt,Du siehst gelangweilt aus.,1.917519056
1855,de,android,noun,a______,Android,Ein Android ist eine menschenähnliche Maschine.,2.445854545
1856,de,reporter,noun,r_______,Berichterstatter / Berichterstatterin,Unsere Berichterstatterin ist bereits vor Ort und interviewt den Trainer des Teams.,0.989806143
1857,de,calling,noun,c______,"Berufung, Bestimmung",An seine Bestimmung zum Künstler glaubte er schon als Kind. ,-2.16101973
1858,de,verification,noun,v___________,"Überprüfung, Bestätigung",Neue Hypothesen unterliegen ständiger Überprüfung.,-1.218361658
1859,de,retail,adjective,r_____,"Endverbraucher-, Einzelhandels-",Der Einzelhandelspreis für diese Produkte ist deutlich gestiegen.,-1.03335267
1860,de,prince,noun,p_____,Prinz,Der Prinz spielte bei dem Aufstand eine besondere Rolle.,3.504527132
1861,de,yard,noun,y___,Hof,"Die Kinder spielten im Hof, bis ihre Mutter sie hineinrief.",1.531502918
1862,de,impatience,noun,i_________,Ungeduld,Ich höre etwas Ungeduld in deiner Stimme heraus.,-0.771521187
1863,de,participation,noun,p____________,Teilnahme,Die Teilnahme ist gratis.,-0.10385784
1864,de,grown,adjective,g____,erwachsen,Seine erwachsenen Kinder nahmen an der Feier teil.,1.537486885
1865,de,record,noun,r_____,Aufzeichnung,Es gibt keine Aufzeichnung von diesem Gespräch.,0.105447445
1866,de,doctor,noun,d_____,Arzt,Die Ärztin behandelt die Patienten.,2.325932846
1867,de,appreciation,noun,a___________,Wertschätzung,Sie machte ihm ein kleine Geschenk als Zeichen ihrer Wertschätzung,-1.49601707
1868,de,artificial,adjective,a_________,künstlich,Pflanzen benötigen ausreichend Sonnenlicht. Gerade im Winter profitieren sie deshalb von einer zusätzlichen künstlichen Beleuchtung.,-0.183767988
1869,de,suit,noun,s___,Anzug,Im Urlaub möchte er sich einen Anzug schneidern lassen.,1.397685578
1870,de,transmit,verb,t_______,senden,Das Funkgerät kann sowohl senden als auch empfangen.,-1.221527886
1871,de,unremarkable,adjective,u___________,unauffällig,Sie führte ein gänzlich unauffälliges Leben.,-3.778540963
1872,de,buy,verb,b__,kaufen,Ich kaufe meine Bücher immer bei der Buchhandlung in der Stadt.,2.993930713
1873,de,cheesecake,noun,c_________,Käsekuchen,Ich backe einen Käsekuchen.,1.40984116
1874,de,automatic,adjective,a________,automatisch,"Die automatische Tür öffnet sich, sobald ein Mensch davorsteht. ",2.576310592
1875,de,ally,noun,a___,Verbündeter,Österreich hatte ebenfalls Verbündete.,-0.828666313
1876,de,closer,adjective,c_____,näher,Komm näher!,1.46187401
1877,de,charter,noun,c______,Verfassungsurkunde,Die Verfassungsurkunde der Vereinten Nationen wurde 1945 unterzeichnet.,-2.692296895
1878,de,conditioned,adjective,c__________,"konditioniert, anerzogen",Das anerzogene Verhalten der Kinder ist schwierig wieder abzugewöhnen. ,-0.752221275
1879,de,accurately,adverb,a_________,"genau, präzise, exakt",Ich habe den Unfall genau beschrieben.,-0.933887512
1880,de,magic,adjective,m____,magisch,Es gibt leider keine magische Formel für die perfekte Ehe.,2.136944353
1881,de,varying,adjective,v______,"unterschiedlich (nicht endend in ""-ious"")",Der lokale Dialekt wird von Jugendlichen in unterschiedlichem Maß verwendet.,-3.018390874
1882,de,consensus,noun,c________,Übereinstimmung,Die Vorsitzenden haben in der Angelegenheit eine Übereinstimmung erreicht.,-2.875691246
1883,de,parenthood,noun,p_________,Elternschaft,Die Kombination von Elternschaft und Vollzeitarbeit ist schwierig zu bewältigen.,-0.980460638
1884,de,worrying,adjective,w_______,beunruhigend,Die Ergebnisse zeigen eine beunruhigende Entwicklung.,-0.951869139
1885,de,foundation,noun,f_________,Fundament,Nächste Woche beginnen die Bauarbeiter mit dem Fundament des Hauses.,-1.175621538
1886,de,discomfort,noun,d_________,"leichter Schmerz, Beschwerden",Ich spüre leichte Schmerzen in meinem Rücken.,-2.806565385
1887,de,continually,adverb,c__________,"ständig, andauernd (nicht: constantly)",Unsere Homepage wird ständig aktualisiert.,-3.734853724
1888,de,shell,noun,s____,Muscheln,Die Kinder liebten den Strand und sammelten den ganzen Nachmittag lang Muscheln.,0.169962855
1889,de,distributed,adjective,d__________,"verteilt, ausgeteilt",Die verteilten Zeitungen lagen vor den Haustüren.,-1.403665185
1890,de,new,adjective,n__,neu,Hast du ein neues Kleid?,2.587899841
1891,de,profit,noun,p_____,"Erlös, Ertrag",Der Erlös wird an einen wohltätigen Verein gespendet.,-2.189353016
1892,de,elasticity,noun,e_________,"Elastizität, Dehnbarkeit",Gummi ist ein Material von hoher Elastizität.,-0.099013275
1893,de,hidden,adjective,h_____,"versteckt, verborgen","Die Trainerin versucht, verborgene Talente zu entdecken. ",1.848651749
1894,de,restrictive,adjective,r__________,einschränkend,Aufgrund einschränkender Gesetze kann Alkohol nur an Volljährige verkauft werden.,-2.64441154
1895,de,legitimate,adjective,l_________,legitim,"Es ist legitim, mich darüber zu erkundigen.",-1.498993492
1896,de,functionality,noun,f____________,Funktionalität,Dieser Scanner bietet eine gute Funktionalität.,0.376795114
1897,de,concentration,noun,c____________,Konzentration,Seine volle Konzentration war auf das Projekt gerichtet.,1.580448102
1898,de,lonely,adjective,l_____,einsam,"Sie fühlt sich einsam, deshalb möchte sie sich einen Hund kaufen.",1.128401391
1899,de,medically,adverb,m________,medizinisch,Die Studie präsentiert medizinisch relevante Ergebnisse.,-0.839605839
1900,de,assemble,verb,a_______,sich versammeln,Die Schüler versammeln sich in der Eingangshalle der Schule.,-1.400366213
1901,de,substance,noun,s________,Substanz,Diese Substanz ist gefährlich und darf nur unter strengen Sicherheitsmaßnahmen transportiert werden.,0.582487036
1902,de,polite,adjective,p_____,höflich,Du solltest immer höflich zu den Kunden sein.,1.260367387
1903,de,holy,adjective,h___,heilig (nicht: sacred),Die heilige Schrift liegt auf dem Altar.,1.467789613
1904,de,big,adjective,b__,groß,Eine junge Frau mit großen Augen und braunen Haaren.,3.333300842
1905,de,courtroom,noun,c________,Gerichtsaal,Die Entscheidung des Richters wurde im Gerichtsaal vorgelesen.,-1.25225158
1906,de,routine,noun,r______,Tagesablauf,Gerade für junge Kinder ist ein geregelter Tagesablauf sehr wichtig.,-0.374148777
1907,de,kissing,noun,k______,Küssen,Ich habe noch keine Erfahrung im Küssen.,2.35178672
1908,de,decoration,noun,d_________,Schmuck,Wir haben den Baum mit dem Weihnachtsschmuck dekoriert.,0.503901979
1909,de,hypnosis,noun,h_______,Hypnose,"Der Mann versucht, sich das Rauchen mit Hypnose abzugewöhnen. ",-0.73593648
1910,de,volunteer,verb,v________,sich freiwillig melden,Hunderte wollten sich für den Backstage-Job freiwillig melden.,-0.686866856
1911,de,beneficial,adjective,b_________,vorteilhaft,Eine vegetarische Ernährung kann vorteilhaft für die Gesundheit sein.,-1.720752383
1912,de,underlying,adjective,u_________,zugrunde liegend,Wir gehen von einer zugrunde liegenden Annahme aus.,-1.908683555
1913,de,intelligent,adjective,i__________,klug,Er ist ein wirklich kluger Junge. Er schreibt nur gute Noten in der Schule.,0.946612956
1914,de,biochemical,adjective,b__________,biochemisch,Damit wird ein biochemischer Prozess gestartet.,1.834791137
1915,de,administrative,adjective,a_____________,Verwaltungs-,Das Elsass ist die kleinste Verwaltungsregion.,-2.98925053
1916,de,modification,noun,m___________,"Abänderung, Änderung (nicht: alteration)",Wir müssen noch einige Änderungen vornehmen.,-1.322085216
1917,de,statistically,adverb,s____________,statistisch,Statistisch gesehen ist die Verletzungsgefahr beim Olympischen Gewichtheben relativ gering.,0.172551885
1918,de,withdrawal,noun,w_________,Entzug,Sie drohte mit dem Entzug sämtlicher Hilfeleistungen.,-1.724649185
1919,de,organic,adjective,o______,biologisch,Ich kaufe ausschließlich Obst und Gemüse aus biologischem Anbau.,-0.120320216
1920,de,direct,verb,d_____,"etw leiten, führen",Die Firma wird seit Jahren von der gleichen Person geleitet.,-1.185325352
1921,de,equally,adverb,e______,"ebenso, gleich gut",Der Anwalt möchte all seine Klienten gleich gut verteidigen.,0.358252582
1922,de,compassion,noun,c_________,"Mitgefühl, Mitleid","Maria ist unfähig, Mitgefühl zu zeigen.",-1.610604872
1923,de,weed,noun,w___,Unkraut,Überall im Hinterhof wucherte Unkraut.,-0.105522349
1924,de,copy,verb,c___,kopieren,Der Lehrer kopiert den Test für die Schüler.,2.127048196
1925,de,navigation,noun,n_________,Navigation,Die Navigation eines großen Kreuzfahrtschiffes kann in bestimmten Gewässern eine Herausforderung sein.,1.174332955
1926,de,guideline,noun,g________,Richtlinie,Es gibt neue Richtlinien für die Mitarbeiter.,-0.919566858
1927,de,aim,noun,a__,"Ziel, Absicht",Das Ziel des Projekts wurde erreicht.,0.888968784
1928,de,activator,noun,a________,Beschleuniger,Beschleuniger werden z. B. in der Forschung eingesetzt. Dort werden elektrisch geladene Teilchen auf eine hohe Geschwindigkeit beschleunigt. ,-3.892259757
1929,de,live,verb,l___,leben,Ich lebe in einer kleinen Stadt.,2.302723128
1930,de,evaluate,verb,e_______,"etw bewerten, einschätzen",Die Arbeitsleistung eines jeden Mitarbeiters wird jährlich bewertet und in einem Mitarbeitergespräch mitgeteilt.,-1.311676265
1931,de,flood,noun,f____,flut,Die Flut hat alles mit Schlamm und Wasser bedeckt.,0.452856635
1932,de,bump,verb,b___,sich anstoßen (nicht: bang),"Vorsichtig, dass du dir den Kopf nicht anstößt.",-2.463494671
1933,de,discovery,noun,d________,Entdeckung,Er wurde für seine Entdeckung ausgezeichnet.,0.240055462
1934,de,entirely,adverb,e_______,"total, völlig",Die zwei Schwestern haben einen völlig unterschiedlichen Akzent.,-2.253910673
1935,de,brilliantly,adverb,b__________,"brillant, meisterhaft, erstklassig",Der Plan hat erstklassig funktioniert.,-0.667672732
1936,de,trade,verb,t____,Handel betreiben,"Sie forderte, mehr Handel mit diesen Ländern zu betreiben.",0.858086732
1937,de,unclean,adjective,u______,verunreinigt,"Trinkt das nicht, es ist verunreinigtes Wasser.",-1.542822846
1938,de,screening,noun,s________,Früherkennung,Der Knoten wurde bei einer routinemäßigen Früherkennung gefunden.,-1.999363655
1939,de,undergraduate,noun,u____________,Student vor dem ersten akademischen Grad,Sie war eine Studentin vor dem ersten akademischen Grad.,-1.850011871
1940,de,preach,verb,p_____,predigen,Jede Woche predigt der Pfarrer in unserer Kirche.,-0.671850687
